"transect","replicate","station","cast_start_date_time_utc","cast_start_date_time_pt","date_time_closed_utc","date_time_closed_pt","depth_closed_m","volume_filtered_m3","temperature_c","salinity","net","date_pt"
"TR","MaN","3",2018-07-07 12:01:42,2018-07-07 05:01:42,2018-07-07 12:30:19,2018-07-07 05:30:19,1.9,144.46,11.744,33.732,"4",2018-07-07
"TR","MaN","5",2018-07-07 09:36:47,2018-07-07 02:36:47,2018-07-07 09:45:54,2018-07-07 02:45:54,100.6,99.46,8.475,33.936,"0",2018-07-07
"TR","MaN","5",2018-07-07 09:36:47,2018-07-07 02:36:47,2018-07-07 09:50:16,2018-07-07 02:50:16,74.9,118.42,8.83,33.86,"1",2018-07-07
"TR","MaN","5",2018-07-07 09:36:47,2018-07-07 02:36:47,2018-07-07 09:54:39,2018-07-07 02:54:39,49.3,147.04,9.699,33.674,"2",2018-07-07
"TR","MaN","5",2018-07-07 09:36:47,2018-07-07 02:36:47,2018-07-07 09:58:17,2018-07-07 02:58:17,25.3,115.27,9.953,33.491,"3",2018-07-07
"TR","MaN","5",2018-07-07 09:36:47,2018-07-07 02:36:47,2018-07-07 10:02:08,2018-07-07 03:02:08,0.4,123.23,12.399,33.422,"4",2018-07-07
"TR","MbD","1",2018-07-07 14:06:46,2018-07-07 07:06:46,2018-07-07 14:13:24,2018-07-07 07:13:24,49.5,112.41,8.523,33.88,"0",2018-07-07
"TR","MbD","1",2018-07-07 14:06:46,2018-07-07 07:06:46,2018-07-07 14:19:57,2018-07-07 07:19:57,24.2,231.35,9.106,33.854,"3",2018-07-07
"TR","MbD","1",2018-07-07 14:06:46,2018-07-07 07:06:46,2018-07-07 14:23:33,2018-07-07 07:23:33,2.1,107.58,10.444,33.863,"4",2018-07-07
"TR","MbD","2",2018-07-07 15:29:51,2018-07-07 08:29:51,2018-07-07 15:38:29,2018-07-07 08:38:29,79.4,126.89,8.033,33.984,"0",2018-07-07
"TR","MbD","2",2018-07-07 15:29:51,2018-07-07 08:29:51,2018-07-07 15:46:08,2018-07-07 08:46:08,72.1,226.63,8.404,33.891,"1",2018-07-07
"TR","MbD","2",2018-07-07 15:29:51,2018-07-07 08:29:51,2018-07-07 15:48:58,2018-07-07 08:48:58,48.3,88.7,9.062,33.838,"2",2018-07-07
"TR","MbD","2",2018-07-07 15:29:51,2018-07-07 08:29:51,2018-07-07 15:51:45,2018-07-07 08:51:45,25.8,101.67,10.703,33.725,"3",2018-07-07
"TR","MbD","2",2018-07-07 15:29:51,2018-07-07 08:29:51,2018-07-07 15:56:01,2018-07-07 08:56:01,2.6,123.79,10.839,33.727,"4",2018-07-07
"TR","MbD","3",2018-07-07 17:13:26,2018-07-07 10:13:26,2018-07-07 17:25:00,2018-07-07 10:25:00,100.1,196.87,8.061,33.934,"0",2018-07-07
"TR","MbD","3",2018-07-07 17:13:26,2018-07-07 10:13:26,2018-07-07 17:32:16,2018-07-07 10:32:16,74.8,262.84,8.438,33.85,"1",2018-07-07
"TR","MbD","3",2018-07-07 17:13:26,2018-07-07 10:13:26,2018-07-07 17:36:35,2018-07-07 10:36:35,49.5,158.49,8.746,33.789,"2",2018-07-07
"TR","MbD","3",2018-07-07 17:13:26,2018-07-07 10:13:26,2018-07-07 17:40:27,2018-07-07 10:40:27,25.4,152.79,9.903,33.749,"3",2018-07-07
"TR","MbD","3",2018-07-07 17:13:26,2018-07-07 10:13:26,2018-07-07 17:44:47,2018-07-07 10:44:47,0.9,156.3,11.894,33.683,"4",2018-07-07
"TR","MbD","4",2018-07-07 19:09:35,2018-07-07 12:09:35,2018-07-07 19:20:19,2018-07-07 12:20:19,92.7,195.62,8.299,33.91,"0",2018-07-07
"TR","MbD","4",2018-07-07 19:09:35,2018-07-07 12:09:35,2018-07-07 19:22:28,2018-07-07 12:22:28,75.1,85.87,8.396,33.902,"1",2018-07-07
"TR","MbD","4",2018-07-07 19:09:35,2018-07-07 12:09:35,2018-07-07 19:28:04,2018-07-07 12:28:04,52,237.66,9.803,33.689,"2",2018-07-07
"TR","MbD","4",2018-07-07 19:09:35,2018-07-07 12:09:35,2018-07-07 19:36:44,2018-07-07 12:36:44,25.2,363.35,10.396,33.683,"3",2018-07-07
"TR","MbD","4",2018-07-07 19:09:35,2018-07-07 12:09:35,2018-07-07 19:42:55,2018-07-07 12:42:55,0.7,246.46,12.454,33.138,"4",2018-07-07
"TR","MbD","5",2018-07-07 21:05:15,2018-07-07 14:05:15,2018-07-07 21:13:54,2018-07-07 14:13:54,99.3,150.93,8.468,33.905,"0",2018-07-07
"TR","MbD","5",2018-07-07 21:05:15,2018-07-07 14:05:15,2018-07-07 21:17:11,2018-07-07 14:17:11,74.8,82.96,8.733,33.81,"1",2018-07-07
"TR","MbD","5",2018-07-07 21:05:15,2018-07-07 14:05:15,2018-07-07 21:20:01,2018-07-07 14:20:01,50.4,85.4,9.69,33.71,"2",2018-07-07
"TR","MbD","5",2018-07-07 21:05:15,2018-07-07 14:05:15,2018-07-07 21:23:13,2018-07-07 14:23:13,25.9,120.82,10.294,33.641,"3",2018-07-07
"TR","MbD","5",2018-07-07 21:05:15,2018-07-07 14:05:15,2018-07-07 21:28:07,2018-07-07 14:28:07,0,162.55,13.129,19.424,"4",2018-07-07
"TR","MaN","1",2018-07-08 10:21:20,2018-07-08 03:21:20,2018-07-08 10:28:14,2018-07-08 03:28:14,47.6,104.9,8.959,33.831,"0",2018-07-08
"TR","MaN","1",2018-07-08 10:21:20,2018-07-08 03:21:20,2018-07-08 10:34:39,2018-07-08 03:34:39,25.5,216.31,9.365,33.807,"3",2018-07-08
"TR","MaN","1",2018-07-08 10:21:20,2018-07-08 03:21:20,2018-07-08 10:39:44,2018-07-08 03:39:44,0.1,146.05,10.598,3.465,"4",2018-07-08
"TR","MbN","3",2018-07-08 09:00:10,2018-07-08 02:00:10,2018-07-08 09:12:14,2018-07-08 02:12:14,101.8,107.63,8.016,33.95,"0",2018-07-08
"TR","MbN","3",2018-07-08 09:00:10,2018-07-08 02:00:10,2018-07-08 09:16:25,2018-07-08 02:16:25,74.4,98.68,8.335,33.878,"1",2018-07-08
"TR","MbN","3",2018-07-08 09:00:10,2018-07-08 02:00:10,2018-07-08 09:21:01,2018-07-08 02:21:01,47.8,138.82,8.838,33.849,"2",2018-07-08
"TR","MbN","3",2018-07-08 09:00:10,2018-07-08 02:00:10,2018-07-08 09:24:45,2018-07-08 02:24:45,25.3,119.91,10.685,33.758,"3",2018-07-08
"TR","MbN","3",2018-07-08 09:00:10,2018-07-08 02:00:10,2018-07-08 09:29:05,2018-07-08 02:29:05,1.6,123.17,11.755,33.747,"4",2018-07-08
"NH","MaD","1",2019-03-06 00:26:15,2019-03-05 16:26:15,2019-03-06 00:31:34,2019-03-05 16:31:34,50.3,20.95,10.671,32.593,"0",2019-03-05
"NH","MaD","1",2019-03-06 00:26:15,2019-03-05 16:26:15,2019-03-06 00:36:26,2019-03-05 16:36:26,25.3,76.49,9.97,32.328,"3",2019-03-05
"NH","MaD","1",2019-03-06 00:26:15,2019-03-05 16:26:15,2019-03-06 00:42:41,2019-03-05 16:42:41,1.4,99.24,9.141,31.288,"4",2019-03-05
"NH","MaD","2",2019-03-05 22:44:40,2019-03-05 14:44:40,2019-03-05 22:52:05,2019-03-05 14:52:05,75.2,60.82,10.611,32.698,"0",2019-03-05
"NH","MaD","2",2019-03-05 22:44:40,2019-03-05 14:44:40,2019-03-05 22:57:35,2019-03-05 14:57:35,50.2,124.2,10.595,32.56,"2",2019-03-05
"NH","MaD","2",2019-03-05 22:44:40,2019-03-05 14:44:40,2019-03-05 23:04:13,2019-03-05 15:04:13,24.6,129.79,9.645,32.255,"3",2019-03-05
"NH","MaD","2",2019-03-05 22:44:40,2019-03-05 14:44:40,2019-03-05 23:10:52,2019-03-05 15:10:52,4.7,145.45,9.599,32.182,"4",2019-03-05
"NH","MaD","3",2019-03-05 20:38:35,2019-03-05 12:38:35,2019-03-05 20:46:20,2019-03-05 12:46:20,99.7,29.37,9.62,33.424,"0",2019-03-05
"NH","MaD","3",2019-03-05 20:38:35,2019-03-05 12:38:35,2019-03-05 20:52:14,2019-03-05 12:52:14,73.1,59.89,10.437,33.003,"1",2019-03-05
"NH","MaD","3",2019-03-05 20:38:35,2019-03-05 12:38:35,2019-03-05 20:56:19,2019-03-05 12:56:19,46.8,55.65,10.388,32.609,"2",2019-03-05
"NH","MaD","3",2019-03-05 20:38:35,2019-03-05 12:38:35,2019-03-05 21:01:50,2019-03-05 13:01:50,23.6,84.49,10.075,32.404,"3",2019-03-05
"NH","MaD","3",2019-03-05 20:38:35,2019-03-05 12:38:35,2019-03-05 21:07:15,2019-03-05 13:07:15,0.7,123.25,9.918,32.299,"4",2019-03-05
"NH","MaD","4",2019-03-05 18:15:26,2019-03-05 10:15:26,2019-03-05 18:22:43,2019-03-05 10:22:43,100.1,47.51,9.072,33.272,"0",2019-03-05
"NH","MaD","4",2019-03-05 18:15:26,2019-03-05 10:15:26,2019-03-05 18:28:02,2019-03-05 10:28:02,73.2,61.1,9.95,32.691,"1",2019-03-05
"NH","MaD","4",2019-03-05 18:15:26,2019-03-05 10:15:26,2019-03-05 18:32:15,2019-03-05 10:32:15,50,58.52,10.051,32.583,"2",2019-03-05
"NH","MaD","4",2019-03-05 18:15:26,2019-03-05 10:15:26,2019-03-05 18:37:11,2019-03-05 10:37:11,25.3,64.51,10.11,32.571,"3",2019-03-05
"NH","MaD","4",2019-03-05 18:15:26,2019-03-05 10:15:26,2019-03-05 18:43:10,2019-03-05 10:43:10,0.5,74.62,10.104,32.461,"4",2019-03-05
"NH","MaD","5",2019-03-05 16:14:42,2019-03-05 08:14:42,2019-03-05 16:22:39,2019-03-05 08:22:39,100.1,38.73,9.29,33.423,"0",2019-03-05
"NH","MaD","5",2019-03-05 16:14:42,2019-03-05 08:14:42,2019-03-05 16:29:19,2019-03-05 08:29:19,74.5,116.33,9.817,33.108,"1",2019-03-05
"NH","MaD","5",2019-03-05 16:14:42,2019-03-05 08:14:42,2019-03-05 16:35:10,2019-03-05 08:35:10,50.3,127.78,10.05,32.624,"2",2019-03-05
"NH","MaD","5",2019-03-05 16:14:42,2019-03-05 08:14:42,2019-03-05 16:41:11,2019-03-05 08:41:11,24.4,116.48,10.044,32.623,"3",2019-03-05
"NH","MaD","5",2019-03-05 16:14:42,2019-03-05 08:14:42,2019-03-05 16:47:00,2019-03-05 08:47:00,1.9,86.49,10.031,32.62,"4",2019-03-05
"NH","MaN","1",2019-03-05 04:19:43,2019-03-04 20:19:43,2019-03-05 04:24:13,2019-03-04 20:24:13,47.9,75.24,10.468,32.563,"0",2019-03-04
"NH","MaN","1",2019-03-05 04:19:43,2019-03-04 20:19:43,2019-03-05 04:27:27,2019-03-04 20:27:27,25.9,101.64,10.439,32.466,"3",2019-03-04
"NH","MaN","1",2019-03-05 04:19:43,2019-03-04 20:19:43,2019-03-05 04:31:42,2019-03-04 20:31:42,-0.1,112.05,9.233,31.248,"4",2019-03-04
"NH","MaN","2",2019-03-05 06:09:24,2019-03-04 22:09:24,2019-03-05 06:16:43,2019-03-04 22:16:43,76.1,160.09,10.368,32.971,"0",2019-03-04
"NH","MaN","2",2019-03-05 06:09:24,2019-03-04 22:09:24,2019-03-05 06:20:54,2019-03-04 22:20:54,48.7,93.58,10.583,32.555,"2",2019-03-04
"NH","MaN","2",2019-03-05 06:09:24,2019-03-04 22:09:24,2019-03-05 06:23:57,2019-03-04 22:23:57,25.7,67,9.827,32.213,"3",2019-03-04
"NH","MaN","2",2019-03-05 06:09:24,2019-03-04 22:09:24,2019-03-05 06:28:28,2019-03-04 22:28:28,2.9,108.36,9.688,32.089,"4",2019-03-04
"NH","MaN","3",2019-03-05 08:17:32,2019-03-05 00:17:32,2019-03-05 08:25:46,2019-03-05 00:25:46,90.7,95.79,10.087,33.157,"0",2019-03-05
"NH","MaN","3",2019-03-05 08:17:32,2019-03-05 00:17:32,2019-03-05 08:27:39,2019-03-05 00:27:39,66.3,36.79,10.527,32.863,"1",2019-03-05
"NH","MaN","3",2019-03-05 08:17:32,2019-03-05 00:17:32,2019-03-05 08:30:58,2019-03-05 00:30:58,49.5,68.62,10.647,32.728,"2",2019-03-05
"NH","MaN","3",2019-03-05 08:17:32,2019-03-05 00:17:32,2019-03-05 08:37:18,2019-03-05 00:37:18,25.2,149.22,10.915,32.582,"3",2019-03-05
"NH","MaN","3",2019-03-05 08:17:32,2019-03-05 00:17:32,2019-03-05 08:43:53,2019-03-05 00:43:53,6,140.3,9.948,32.212,"4",2019-03-05
"NH","MaN","4",2019-03-05 10:33:55,2019-03-05 02:33:55,2019-03-05 10:44:33,2019-03-05 02:44:33,100.4,123.77,8.714,33.377,"0",2019-03-05
"NH","MaN","4",2019-03-05 10:33:55,2019-03-05 02:33:55,2019-03-05 10:49:17,2019-03-05 02:49:17,75,150.15,9.131,33.093,"1",2019-03-05
"NH","MaN","4",2019-03-05 10:33:55,2019-03-05 02:33:55,2019-03-05 10:53:10,2019-03-05 02:53:10,50.2,118.8,10.03,32.572,"2",2019-03-05
"NH","MaN","4",2019-03-05 10:33:55,2019-03-05 02:33:55,2019-03-05 11:00:49,2019-03-05 03:00:49,26.4,188.2,9.958,32.557,"3",2019-03-05
"NH","MaN","4",2019-03-05 10:33:55,2019-03-05 02:33:55,2019-03-05 11:07:36,2019-03-05 03:07:36,3.2,110.16,10.044,32.571,"4",2019-03-05
"NH","MaN","5",2019-03-05 12:46:32,2019-03-05 04:46:32,2019-03-05 12:55:24,2019-03-05 04:55:24,95.8,51.87,9.43,33.334,"0",2019-03-05
"NH","MaN","5",2019-03-05 12:46:32,2019-03-05 04:46:32,2019-03-05 12:59:09,2019-03-05 04:59:09,75,64.11,10.077,32.881,"1",2019-03-05
"NH","MaN","5",2019-03-05 12:46:32,2019-03-05 04:46:32,2019-03-05 13:04:41,2019-03-05 05:04:41,49.7,95.49,10.098,32.628,"2",2019-03-05
"NH","MaN","5",2019-03-05 12:46:32,2019-03-05 04:46:32,2019-03-05 13:07:15,2019-03-05 05:07:15,23.4,72.62,10.093,32.627,"3",2019-03-05
"NH","MaN","5",2019-03-05 12:46:32,2019-03-05 04:46:32,2019-03-05 13:16:12,2019-03-05 05:16:12,2.2,217.73,10.086,32.626,"4",2019-03-05
"NH","MbD","1",2019-03-08 23:56:34,2019-03-08 15:56:34,2019-03-08 00:03:36,2019-03-07 16:03:36,51.4,377.24,10.632,32.615,"0",2019-03-08
"NH","MbD","1",2019-03-08 23:56:34,2019-03-08 15:56:34,2019-03-08 00:09:49,2019-03-07 16:09:49,24.1,516.85,10.303,32.369,"3",2019-03-08
"NH","MbD","1",2019-03-08 23:56:34,2019-03-08 15:56:34,2019-03-08 00:15:34,2019-03-07 16:15:34,1.8,454.95,9.177,31.369,"4",2019-03-08
"NH","MbD","2",2019-03-07 22:19:20,2019-03-07 14:19:20,2019-03-07 22:25:48,2019-03-07 14:25:48,75.6,282.6,10.165,33.072,"0",2019-03-07
"NH","MbD","2",2019-03-07 22:19:20,2019-03-07 14:19:20,2019-03-07 22:28:55,2019-03-07 14:28:55,48,216.77,10.568,32.623,"2",2019-03-07
"NH","MbD","2",2019-03-07 22:19:20,2019-03-07 14:19:20,2019-03-07 22:32:15,2019-03-07 14:32:15,24.6,278.77,10.708,32.503,"3",2019-03-07
"NH","MbD","2",2019-03-07 22:19:20,2019-03-07 14:19:20,2019-03-07 22:38:28,2019-03-07 14:38:28,1.5,474.58,9.406,31.937,"4",2019-03-07
"NH","MbD","3",2019-03-07 20:14:56,2019-03-07 12:14:56,2019-03-07 20:22:05,2019-03-07 12:22:05,100.3,0,9.389,33.556,"0",2019-03-07
"NH","MbD","3",2019-03-07 20:14:56,2019-03-07 12:14:56,2019-03-07 20:26:42,2019-03-07 12:26:42,74.3,0,10.451,32.855,"1",2019-03-07
"NH","MbD","3",2019-03-07 20:14:56,2019-03-07 12:14:56,2019-03-07 20:29:48,2019-03-07 12:29:48,49.2,0,10.572,32.568,"2",2019-03-07
"NH","MbD","3",2019-03-07 20:14:56,2019-03-07 12:14:56,2019-03-07 20:33:28,2019-03-07 12:33:28,24.1,0,10.344,32.413,"3",2019-03-07
"NH","MbD","3",2019-03-07 20:14:56,2019-03-07 12:14:56,2019-03-07 20:37:36,2019-03-07 12:37:36,2,0,9.227,31.911,"4",2019-03-07
"NH","MbD","4",2019-03-07 17:59:19,2019-03-07 09:59:19,2019-03-07 18:08:09,2019-03-07 10:08:09,101.5,0,9.521,33.411,"0",2019-03-07
"NH","MbD","4",2019-03-07 17:59:19,2019-03-07 09:59:19,2019-03-07 18:13:21,2019-03-07 10:13:21,74.4,0,10.346,32.949,"1",2019-03-07
"NH","MbD","4",2019-03-07 17:59:19,2019-03-07 09:59:19,2019-03-07 18:17:47,2019-03-07 10:17:47,49.3,0,9.937,32.583,"2",2019-03-07
"NH","MbD","4",2019-03-07 17:59:19,2019-03-07 09:59:19,2019-03-07 18:22:22,2019-03-07 10:22:22,24.9,0,9.9,32.51,"3",2019-03-07
"NH","MbD","4",2019-03-07 17:59:19,2019-03-07 09:59:19,2019-03-07 18:28:16,2019-03-07 10:28:16,0.6,0,9.931,32.489,"4",2019-03-07
"NH","MbD","5",2019-03-07 16:00:47,2019-03-07 08:00:47,2019-03-07 16:10:20,2019-03-07 08:10:20,101.3,0,9.415,33.361,"0",2019-03-07
"NH","MbD","5",2019-03-07 16:00:47,2019-03-07 08:00:47,2019-03-07 16:15:49,2019-03-07 08:15:49,73.4,0,9.949,33.117,"1",2019-03-07
"NH","MbD","5",2019-03-07 16:00:47,2019-03-07 08:00:47,2019-03-07 16:20:21,2019-03-07 08:20:21,54.1,0,10.012,32.638,"2",2019-03-07
"NH","MbD","5",2019-03-07 16:00:47,2019-03-07 08:00:47,2019-03-07 16:25:25,2019-03-07 08:25:25,23.8,0,9.991,32.631,"3",2019-03-07
"NH","MbD","5",2019-03-07 16:00:47,2019-03-07 08:00:47,2019-03-07 16:29:53,2019-03-07 08:29:53,0.6,0,9.984,32.625,"4",2019-03-07
"NH","MbN","1",2019-03-07 03:31:15,2019-03-06 19:31:15,2019-03-07 03:40:05,2019-03-06 19:40:05,49.4,0,10.711,32.599,"0",2019-03-06
"NH","MbN","1",2019-03-07 03:31:15,2019-03-06 19:31:15,2019-03-07 03:45:55,2019-03-06 19:45:55,24.8,0,9.523,32.135,"3",2019-03-06
"NH","MbN","1",2019-03-07 03:31:15,2019-03-06 19:31:15,2019-03-07 03:52:20,2019-03-06 19:52:20,3.6,0,9.314,31.674,"4",2019-03-06
"NH","MbN","2",2019-03-07 05:16:55,2019-03-06 21:16:55,2019-03-07 05:23:33,2019-03-06 21:23:33,74.7,0,9.793,33.326,"0",2019-03-06
"NH","MbN","2",2019-03-07 05:16:55,2019-03-06 21:16:55,2019-03-07 05:30:33,2019-03-06 21:30:33,50.1,0,10.565,32.681,"2",2019-03-06
"NH","MbN","2",2019-03-07 05:16:55,2019-03-06 21:16:55,2019-03-07 05:35:16,2019-03-06 21:35:16,24.4,0,10.43,32.41,"3",2019-03-06
"NH","MbN","2",2019-03-07 05:16:55,2019-03-06 21:16:55,2019-03-07 05:40:10,2019-03-06 21:40:10,3.6,0,9.517,32.101,"4",2019-03-06
"NH","MbN","3",2019-03-07 07:29:15,2019-03-06 23:29:15,2019-03-07 07:37:33,2019-03-06 23:37:33,97,0,9.536,33.479,"0",2019-03-06
"NH","MbN","3",2019-03-07 07:29:15,2019-03-06 23:29:15,2019-03-07 07:42:49,2019-03-06 23:42:49,75.7,0,10.266,33.034,"1",2019-03-06
"NH","MbN","3",2019-03-07 07:29:15,2019-03-06 23:29:15,2019-03-07 07:49:23,2019-03-06 23:49:23,53.9,0,10.344,32.579,"2",2019-03-06
"NH","MbN","3",2019-03-07 07:29:15,2019-03-06 23:29:15,2019-03-07 07:54:24,2019-03-06 23:54:24,26.2,0,10.538,32.466,"3",2019-03-06
"NH","MbN","3",2019-03-07 07:29:15,2019-03-06 23:29:15,2019-03-07 07:59:08,2019-03-06 23:59:08,0.9,0,9.678,31.977,"4",2019-03-06
"NH","MbN","4",2019-03-07 09:44:26,2019-03-07 01:44:26,2019-03-07 09:50:54,2019-03-07 01:50:54,101.6,0,9.204,33.621,"0",2019-03-07
"NH","MbN","4",2019-03-07 09:44:26,2019-03-07 01:44:26,2019-03-07 09:55:58,2019-03-07 01:55:58,76.7,0,9.924,32.728,"1",2019-03-07
"NH","MbN","4",2019-03-07 09:44:26,2019-03-07 01:44:26,2019-03-07 10:00:31,2019-03-07 02:00:31,48.7,0,9.939,32.587,"2",2019-03-07
"NH","MbN","4",2019-03-07 09:44:26,2019-03-07 01:44:26,2019-03-07 10:04:25,2019-03-07 02:04:25,25.2,0,9.942,32.584,"3",2019-03-07
"NH","MbN","4",2019-03-07 09:44:26,2019-03-07 01:44:26,2019-03-07 10:09:07,2019-03-07 02:09:07,2.6,0,9.924,32.494,"4",2019-03-07
"NH","MbN","5",2019-03-07 11:54:05,2019-03-07 03:54:05,2019-03-07 12:03:05,2019-03-07 04:03:05,100.6,0,9.348,33.401,"0",2019-03-07
"NH","MbN","5",2019-03-07 11:54:05,2019-03-07 03:54:05,2019-03-07 12:10:55,2019-03-07 04:10:55,72.3,0,10.049,33.098,"1",2019-03-07
"NH","MbN","5",2019-03-07 11:54:05,2019-03-07 03:54:05,2019-03-07 12:13:46,2019-03-07 04:13:46,53.5,0,9.998,32.632,"2",2019-03-07
"NH","MbN","5",2019-03-07 11:54:05,2019-03-07 03:54:05,2019-03-07 12:20:04,2019-03-07 04:20:04,24.6,0,10.002,32.635,"3",2019-03-07
"NH","MbN","5",2019-03-07 11:54:05,2019-03-07 03:54:05,2019-03-07 12:25:24,2019-03-07 04:25:24,1,0,10.062,32.65,"4",2019-03-07
"TR","MaD","1",2019-03-09 16:10:23,2019-03-09 08:10:23,2019-03-09 16:15:26,2019-03-09 08:15:26,51.8,224.54,10.62,33.248,"0",2019-03-09
"TR","MaD","1",2019-03-09 16:10:23,2019-03-09 08:10:23,2019-03-09 16:21:12,2019-03-09 08:21:12,25.5,233.76,10.947,32.503,"3",2019-03-09
"TR","MaD","1",2019-03-09 16:10:23,2019-03-09 08:10:23,2019-03-09 16:26:23,2019-03-09 08:26:23,3.1,460.26,10.704,31.596,"4",2019-03-09
"TR","MaD","2",2019-03-09 17:24:16,2019-03-09 09:24:16,2019-03-09 17:33:33,2019-03-09 09:33:33,100.9,307.74,9.74,33.709,"0",2019-03-09
"TR","MaD","2",2019-03-09 17:24:16,2019-03-09 09:24:16,2019-03-09 17:39:20,2019-03-09 09:39:20,74.8,404.79,10.433,33.398,"1",2019-03-09
"TR","MaD","2",2019-03-09 17:24:16,2019-03-09 09:24:16,2019-03-09 17:44:00,2019-03-09 09:44:00,49.8,344.94,11.14,33.033,"2",2019-03-09
"TR","MaD","2",2019-03-09 17:24:16,2019-03-09 09:24:16,2019-03-09 17:50:04,2019-03-09 09:50:04,25.4,474.01,11.016,32.624,"3",2019-03-09
"TR","MaD","2",2019-03-09 17:24:16,2019-03-09 09:24:16,2019-03-09 17:56:50,2019-03-09 09:56:50,0.6,518.29,10.759,31.309,"4",2019-03-09
"TR","MaD","3",2019-03-09 19:21:05,2019-03-09 11:21:05,2019-03-09 19:27:47,2019-03-09 11:27:47,103.2,298.23,10.284,33.561,"0",2019-03-09
"TR","MaD","3",2019-03-09 19:21:05,2019-03-09 11:21:05,2019-03-09 19:32:55,2019-03-09 11:32:55,73.3,312.17,11.24,33.188,"1",2019-03-09
"TR","MaD","3",2019-03-09 19:21:05,2019-03-09 11:21:05,2019-03-09 19:36:55,2019-03-09 11:36:55,50,258.56,11.049,32.727,"2",2019-03-09
"TR","MaD","3",2019-03-09 19:21:05,2019-03-09 11:21:05,2019-03-09 19:43:44,2019-03-09 11:43:44,24.9,483.67,10.976,32.61,"3",2019-03-09
"TR","MaD","3",2019-03-09 19:21:05,2019-03-09 11:21:05,2019-03-09 19:49:01,2019-03-09 11:49:01,0.6,397.71,10.767,31.734,"4",2019-03-09
"TR","MaD","4",2019-03-09 21:31:55,2019-03-09 13:31:55,2019-03-09 21:38:57,2019-03-09 13:38:57,102.7,325.65,10.441,33.478,"0",2019-03-09
"TR","MaD","4",2019-03-09 21:31:55,2019-03-09 13:31:55,2019-03-09 21:42:41,2019-03-09 13:42:41,74.2,272.46,11.051,33.02,"2",2019-03-09
"TR","MaD","4",2019-03-09 21:31:55,2019-03-09 13:31:55,2019-03-09 21:49:23,2019-03-09 13:49:23,49.4,526.96,11.069,32.684,"3",2019-03-09
"TR","MaD","4",2019-03-09 21:31:55,2019-03-09 13:31:55,2019-03-09 21:53:02,2019-03-09 13:53:02,22.6,275.27,10.937,32.449,"4",2019-03-09
"TR","MaD","5",2019-03-10 00:02:03,2019-03-09 16:02:03,2019-03-10 00:09:24,2019-03-09 16:09:24,102.2,301.77,10.026,33.596,"0",2019-03-09
"TR","MaD","5",2019-03-10 00:02:03,2019-03-09 16:02:03,2019-03-10 00:14:16,2019-03-09 16:14:16,75.1,319.26,10.621,33.368,"1",2019-03-09
"TR","MaD","5",2019-03-10 00:02:03,2019-03-09 16:02:03,2019-03-10 00:18:04,2019-03-09 16:18:04,53.7,275.61,11.173,32.993,"2",2019-03-09
"TR","MaD","5",2019-03-10 00:02:03,2019-03-09 16:02:03,2019-03-10 00:23:29,2019-03-09 16:23:29,25.8,442.42,10.93,32.538,"3",2019-03-09
"TR","MaD","5",2019-03-10 00:02:03,2019-03-09 16:02:03,2019-03-10 00:29:23,2019-03-09 16:29:23,1.1,484.94,10.879,32.519,"4",2019-03-09
"TR","MaN","1",2019-03-10 11:33:52,2019-03-10 04:33:52,2019-03-10 11:39:57,2019-03-10 04:39:57,51,341.07,10.731,33.182,"0",2019-03-10
"TR","MaN","1",2019-03-10 11:33:52,2019-03-10 04:33:52,2019-03-10 11:46:06,2019-03-10 04:46:06,21.5,499.09,10.949,32.613,"3",2019-03-10
"TR","MaN","1",2019-03-10 11:33:52,2019-03-10 04:33:52,2019-03-10 11:51:46,2019-03-10 04:51:46,0.4,630.47,10.69,31.615,"4",2019-03-10
"TR","MaN","2",2019-03-10 10:19:21,2019-03-10 03:19:21,2019-03-10 10:27:41,2019-03-10 03:27:41,102.6,376.91,9.801,33.706,"0",2019-03-10
"TR","MaN","2",2019-03-10 10:19:21,2019-03-10 03:19:21,2019-03-10 10:32:37,2019-03-10 03:32:37,72.3,323.75,10.317,33.492,"1",2019-03-10
"TR","MaN","2",2019-03-10 10:19:21,2019-03-10 03:19:21,2019-03-10 10:35:40,2019-03-10 03:35:40,48,247.3,10.849,33.109,"2",2019-03-10
"TR","MaN","2",2019-03-10 10:19:21,2019-03-10 03:19:21,2019-03-10 10:42:45,2019-03-10 03:42:45,24.9,651.38,11.051,32.639,"3",2019-03-10
"TR","MaN","2",2019-03-10 10:19:21,2019-03-10 03:19:21,2019-03-10 10:49:46,2019-03-10 03:49:46,0.5,644.73,10.663,31.455,"4",2019-03-10
"TR","MaN","3",2019-03-10 07:55:42,2019-03-09 23:55:42,2019-03-10 08:03:55,2019-03-10 00:03:55,100.8,375.8,10.017,33.621,"0",2019-03-09
"TR","MaN","3",2019-03-10 07:55:42,2019-03-09 23:55:42,2019-03-10 08:07:54,2019-03-10 00:07:54,76,332.77,10.706,33.44,"1",2019-03-09
"TR","MaN","3",2019-03-10 07:55:42,2019-03-09 23:55:42,2019-03-10 08:13:13,2019-03-10 00:13:13,51.2,458.7,11.229,32.883,"2",2019-03-09
"TR","MaN","3",2019-03-10 07:55:42,2019-03-09 23:55:42,2019-03-10 08:17:59,2019-03-10 00:17:59,24.9,417.98,10.999,32.639,"3",2019-03-09
